# Block registry dump
# Minecraft: 1.20.1
# Entries: 14254
# Generated: 2026-02-05T20:54:22.2041666-03:00

industrialforegoing:latex 8709
industrialforegoing:latex_processing_unit 8707
industrialforegoing:machine_frame_advanced 8704
industrialforegoing:machine_frame_pity 8702
industrialforegoing:machine_frame_simple 8703
industrialforegoing:machine_frame_supreme 8705
industrialforegoing:marine_fisher 8776
industrialforegoing:material_stonework_factory 8775
industrialforegoing:meat 8710
industrialforegoing:mechanical_dirt 8768
industrialforegoing:mob_crusher 8761
industrialforegoing:mob_detector 8785
industrialforegoing:mob_duplicator 8763
industrialforegoing:mob_slaughter_factory 8757
industrialforegoing:mycelial_crimed 8750
industrialforegoing:mycelial_culinary 8738
industrialforegoing:mycelial_death 8748
industrialforegoing:mycelial_disenchantment 8740
industrialforegoing:mycelial_ender 8741
industrialforegoing:mycelial_explosive 8742
industrialforegoing:mycelial_frosty 8743
industrialforegoing:mycelial_furnace 8736
industrialforegoing:mycelial_halitosis 8744
industrialforegoing:mycelial_magma 8745
industrialforegoing:mycelial_meatallurgic 8751
industrialforegoing:mycelial_netherstar 8747
industrialforegoing:mycelial_pink 8746
industrialforegoing:mycelial_potion 8739
industrialforegoing:mycelial_reactor 8735
industrialforegoing:mycelial_rocket 8749
industrialforegoing:mycelial_slimey 8737
industrialforegoing:ore_laser_base 8778
industrialforegoing:pink_slime 8714
industrialforegoing:pitiful_generator 8732
industrialforegoing:pity_black_hole_tank 8726
industrialforegoing:pity_black_hole_unit 8721
industrialforegoing:plant_fertilizer 8755
industrialforegoing:plant_gatherer 8752
industrialforegoing:plant_sower 8756
industrialforegoing:potion_brewer 8777
industrialforegoing:raw_ore_meat 8717
industrialforegoing:resourceful_furnace 8765
industrialforegoing:sewage 8711
industrialforegoing:sewage_composter 8754
industrialforegoing:sewer 8753
industrialforegoing:simple_black_hole_tank 8727
industrialforegoing:simple_black_hole_unit 8722
industrialforegoing:sludge 8713
industrialforegoing:sludge_refiner 8766
industrialforegoing:spores_recreator 8774
industrialforegoing:stasis_chamber 8784
industrialforegoing:supreme_black_hole_tank 8729
industrialforegoing:supreme_black_hole_unit 8724
industrialforegoing:transporter 8731
industrialforegoing:washing_factory 8781
industrialforegoing:water_condensator 8767
industrialforegoing:wither_builder 8764
industrialforegoingsouls:soul_laser_base 8917
industrialforegoingsouls:soul_network_pipe 8918
industrialforegoingsouls:soul_surge 8919
integrateddynamics:block_liquid_chorus 13296
integrateddynamics:block_menril_resin 13284
integrateddynamics:cable 13262
integrateddynamics:coal_generator 13268
integrateddynamics:crystalized_chorus_block 13297
integrateddynamics:crystalized_chorus_block_slab 13305
integrateddynamics:crystalized_chorus_block_stairs 13299
integrateddynamics:crystalized_chorus_brick 13298
integrateddynamics:crystalized_chorus_brick_slab 13306
integrateddynamics:crystalized_chorus_brick_stairs 13300
integrateddynamics:crystalized_menril_block 13282
integrateddynamics:crystalized_menril_block_slab 13303
integrateddynamics:crystalized_menril_block_stairs 13293
integrateddynamics:crystalized_menril_brick 13283
integrateddynamics:crystalized_menril_brick_slab 13304
integrateddynamics:crystalized_menril_brick_stairs 13294
integrateddynamics:delay 13295
integrateddynamics:drying_basin 13285
integrateddynamics:energy_battery 13266
integrateddynamics:energy_battery_creative 13267
integrateddynamics:invisible_light 13265
integrateddynamics:logic_programmer 13264
integrateddynamics:materializer 13270
integrateddynamics:mechanical_drying_basin 13302
integrateddynamics:mechanical_squeezer 13301
integrateddynamics:menril_door 13287
integrateddynamics:menril_fence 13280
integrateddynamics:menril_fence_gate 13281
integrateddynamics:menril_leaves 13276
integrateddynamics:menril_log 13271
integrateddynamics:menril_log_filled 13275
integrateddynamics:menril_log_stripped 13272
integrateddynamics:menril_planks 13278
integrateddynamics:menril_planks_stairs 13292
integrateddynamics:menril_sapling 13277
integrateddynamics:menril_slab 13279
integrateddynamics:menril_torch 13288
integrateddynamics:menril_torch_stone 13290
integrateddynamics:menril_torch_stone_wall 13291
integrateddynamics:menril_torch_wall 13289
integrateddynamics:menril_wood 13273
integrateddynamics:menril_wood_stripped 13274
integrateddynamics:part_audio_reader 13307
integrateddynamics:part_audio_writer 13317
integrateddynamics:part_block_reader 13308
integrateddynamics:part_connector_mono_directional 13326
integrateddynamics:part_connector_omni_directional 13327
integrateddynamics:part_display_panel 13325
integrateddynamics:part_dynamic_light_panel 13324
integrateddynamics:part_effect_writer 13318
integrateddynamics:part_entity_reader 13309
integrateddynamics:part_entity_writer 13319
integrateddynamics:part_extradimensional_reader 13310
integrateddynamics:part_fluid_reader 13311
integrateddynamics:part_inventory_reader 13312
integrateddynamics:part_inventory_writer 13321
integrateddynamics:part_machine_reader 13313
integrateddynamics:part_machine_writer 13320
integrateddynamics:part_network_reader 13314
integrateddynamics:part_redstone_reader 13315
integrateddynamics:part_redstone_writer 13322
integrateddynamics:part_static_light_panel 13323
integrateddynamics:part_world_reader 13316
integrateddynamics:proxy 13269
integrateddynamics:squeezer 13286
integrateddynamics:variablestore 13263
kubejs:acidic_flux 13646
kubejs:aetherforged_cinderblock 13618
kubejs:aetheric_vapor 13658
kubejs:aqueous_organic_solvent 13645
kubejs:argentite_ore 13634
kubejs:argentite_ore_deepslate 13635
kubejs:bauxite_ore 13628
kubejs:bauxite_ore_deepslate 13629
kubejs:blazing_composite 13616
kubejs:cassiterite_ore 13626
kubejs:cassiterite_ore_deepslate 13627
kubejs:chalcopyrite_ore 13624
kubejs:chalcopyrite_ore_deepslate 13625
kubejs:echo_fused_obsidianite 13619
kubejs:entropic_mycelite 13617
kubejs:facility_casing 13620
kubejs:facility_glass 13621
kubejs:fertility_essence 13657
kubejs:galena_ore 13630
kubejs:galena_ore_deepslate 13631
kubejs:gold_quartz_ore 13636
kubejs:gold_quartz_ore_deepslate 13637
kubejs:hematite_ore 13638
kubejs:hematite_ore_deepslate 13639
kubejs:industrial_solvent 13654
kubejs:liquid_agony 13642
kubejs:liquid_anxiety 13647
kubejs:liquid_fear 13649
kubejs:liquid_joy 13643
kubejs:liquid_love 13648
kubejs:liquid_obsession 13650
kubejs:melted_blaze_metal 13641
kubejs:melted_blaze_metal_block 13640
kubejs:mineral_sludge 13653
kubejs:molten_silicon 13656
kubejs:molten_titanium 13651
kubejs:obsidian_solution 13644
kubejs:packed_gravel 13623
kubejs:pentlandite_ore 13632
kubejs:pentlandite_ore_deepslate 13633
kubejs:photoresist_fluid 13655
kubejs:refined_crafting_table 13622
kubejs:slag_slurry 13652
kubejs:spectral_oil 13659
kubejs:vitrified_obsidian 13615
kubejs:vivid_infused_stone 13614
kubejs:void_heavy_oil 13660
kubejs:void_lubricant 13661
ldlib:renderer 1427
malum:aerial_spirited_glass 13367
malum:aqueous_spirited_glass 13368
malum:arcane_spirited_glass 13365
malum:azure_runewood_leaves 13465
malum:azure_runewood_sapling 13464
malum:blazing_quartz_cluster 13587
malum:blazing_quartz_ore 13586
malum:blighted_earth 13561
malum:blighted_growth 13563
malum:blighted_soil 13562
malum:blighted_soulwood 13565
malum:block_of_alchemical_calx 13600
malum:block_of_arcane_charcoal 13585
malum:block_of_astral_weave 13597
malum:block_of_auric_embers 13605
malum:block_of_blazing_quartz 13588
malum:block_of_brilliance 13584
malum:block_of_cthonic_gold 13594
malum:block_of_grim_talc 13596
malum:block_of_hallowed_gold 13608
malum:block_of_hex_ash 13598
malum:block_of_living_flesh 13599
malum:block_of_malignant_lead 13606
malum:block_of_malignant_pewter 13609
malum:block_of_mnemonic_fragment 13604
malum:block_of_null_slate 13602
malum:block_of_raw_soulstone 13580
malum:block_of_rotting_essence 13595
malum:block_of_soul_stained_steel 13607
malum:block_of_soulstone 13581
malum:block_of_void_salts 13603
malum:brilliant_deepslate 13583
malum:brilliant_obelisk 13336
malum:brilliant_obelisk_component 13337
malum:brilliant_stone 13582
malum:budding_soulwood_leaves 13514
malum:calcified_blight 13566
malum:checkered_tainted_rock 13383
malum:checkered_twisted_rock 13428
malum:chiseled_tainted_rock 13384
malum:chiseled_twisted_rock 13429
malum:clinging_blight 13564
malum:cthonic_gold_cluster 13593
malum:cthonic_gold_ore 13592
malum:cursed_sap_block 13611
malum:cut_runewood_planks 13498
malum:cut_soulwood_planks 13547
malum:cut_tainted_rock 13382
malum:cut_twisted_rock 13427
malum:deepslate_quartz_ore 13590
malum:deepslate_soulstone_ore 13579
malum:earthen_spirited_glass 13370
malum:eldritch_spirited_glass 13366
malum:ether 13568
malum:ether_torch 13569
malum:exposed_runewood_log 13472
malum:exposed_soulwood_log 13521
malum:hanging_azure_runewood_leaves 13466
malum:hanging_runewood_leaves 13463
malum:hanging_soulwood_leaves 13515
malum:infernal_spirited_glass 13369
malum:iridescent_ether 13573
malum:iridescent_ether_torch 13574
malum:iridescent_wall_ether_torch 13575
malum:mass_of_blighted_gunk 13601
malum:natural_quartz_cluster 13591
malum:natural_quartz_ore 13589
malum:polished_tainted_rock 13373
malum:polished_tainted_rock_slab 13387
malum:polished_tainted_rock_stairs 13396
malum:polished_tainted_rock_wall 13407
malum:polished_twisted_rock 13418
malum:polished_twisted_rock_slab 13432
malum:polished_twisted_rock_stairs 13441
malum:polished_twisted_rock_wall 13452
malum:primordial_soup 13350
malum:repair_pylon 13342
malum:repair_pylon_component 13343
malum:revealed_runewood_log 13471
malum:revealed_soulwood_log 13520
malum:ritual_plinth 13331
malum:runewood 13470
malum:runewood_beam 13499
malum:runewood_boards 13473
malum:runewood_boards_slab 13474
malum:runewood_boards_stairs 13475
malum:runewood_boards_wall 13507
malum:runewood_door 13500
malum:runewood_item_pedestal 13509
malum:runewood_item_stand 13508
malum:runewood_leaves 13462
malum:runewood_log 13468
malum:runewood_obelisk 13334
malum:runewood_obelisk_component 13335
malum:runewood_panel 13497
malum:runewood_planks 13479
malum:runewood_planks_button 13503
malum:runewood_planks_fence 13505
malum:runewood_planks_fence_gate 13506
malum:runewood_planks_pressure_plate 13504
malum:runewood_planks_slab 13480
malum:runewood_planks_stairs 13481
malum:runewood_sapling 13461
malum:runewood_sign 13510
malum:runewood_tiles 13491
malum:runewood_tiles_slab 13492
malum:runewood_tiles_stairs 13493
malum:runewood_totem_base 13344
malum:runewood_totem_pole 13345
malum:runewood_trapdoor 13501
malum:runewood_wall_sign 13511
malum:runic_sap_block 13610
malum:runic_small_tainted_rock_bricks 13379
malum:runic_small_tainted_rock_bricks_slab 13393
malum:runic_small_tainted_rock_bricks_stairs 13402
malum:runic_small_tainted_rock_bricks_wall 13413
malum:runic_small_twisted_rock_bricks 13424
malum:runic_small_twisted_rock_bricks_slab 13438
malum:runic_small_twisted_rock_bricks_stairs 13447
malum:runic_small_twisted_rock_bricks_wall 13458
malum:runic_tainted_rock_bricks 13377
malum:runic_tainted_rock_bricks_slab 13391
malum:runic_tainted_rock_bricks_stairs 13400
malum:runic_tainted_rock_bricks_wall 13411
malum:runic_tainted_rock_tiles 13378
malum:runic_tainted_rock_tiles_slab 13392
malum:runic_tainted_rock_tiles_stairs 13401
malum:runic_tainted_rock_tiles_wall 13412
malum:runic_twisted_rock_bricks 13422
malum:runic_twisted_rock_bricks_slab 13436
malum:runic_twisted_rock_bricks_stairs 13445
malum:runic_twisted_rock_bricks_wall 13456
malum:runic_twisted_rock_tiles 13423
malum:runic_twisted_rock_tiles_slab 13437
malum:runic_twisted_rock_tiles_stairs 13446
malum:runic_twisted_rock_tiles_wall 13457
malum:runic_workbench 13333
malum:rustic_runewood_planks 13482
malum:rustic_runewood_planks_slab 13483
malum:rustic_runewood_planks_stairs 13484
malum:rustic_runewood_tiles 13494
malum:rustic_runewood_tiles_slab 13495
malum:rustic_runewood_tiles_stairs 13496
malum:rustic_soulwood_planks 13531
malum:rustic_soulwood_planks_slab 13532
malum:rustic_soulwood_planks_stairs 13533
malum:rustic_soulwood_tiles 13543
malum:rustic_soulwood_tiles_slab 13544
malum:rustic_soulwood_tiles_stairs 13545
malum:sacred_spirited_glass 13363
malum:small_tainted_rock_bricks 13376
malum:small_tainted_rock_bricks_slab 13390
malum:small_tainted_rock_bricks_stairs 13399
malum:small_tainted_rock_bricks_wall 13410
malum:small_twisted_rock_bricks 13421
malum:small_twisted_rock_bricks_slab 13435
malum:small_twisted_rock_bricks_stairs 13444
malum:small_twisted_rock_bricks_wall 13455
malum:smooth_tainted_rock 13372
malum:smooth_tainted_rock_slab 13386
malum:smooth_tainted_rock_stairs 13395
malum:smooth_tainted_rock_wall 13406
malum:smooth_twisted_rock 13417
malum:smooth_twisted_rock_slab 13431
malum:smooth_twisted_rock_stairs 13440
malum:smooth_twisted_rock_wall 13451
malum:solid_runewood_trapdoor 13502
malum:solid_soulwood_trapdoor 13551
malum:soulstone_ore 13578
malum:soulwood 13519
malum:soulwood_beam 13548
malum:soulwood_boards 13522
malum:soulwood_boards_slab 13523
malum:soulwood_boards_stairs 13524
malum:soulwood_boards_wall 13556
malum:soulwood_door 13549
malum:soulwood_growth 13512
malum:soulwood_item_pedestal 13558
malum:soulwood_item_stand 13557
malum:soulwood_leaves 13513
malum:soulwood_log 13517
malum:soulwood_panel 13546
malum:soulwood_planks 13528
malum:soulwood_planks_button 13552
malum:soulwood_planks_fence 13554
malum:soulwood_planks_fence_gate 13555
malum:soulwood_planks_pressure_plate 13553
malum:soulwood_planks_slab 13529
malum:soulwood_planks_stairs 13530
malum:soulwood_sign 13559
malum:soulwood_tiles 13540
malum:soulwood_tiles_slab 13541
malum:soulwood_tiles_stairs 13542
malum:soulwood_totem_base 13346
malum:soulwood_totem_pole 13347
malum:soulwood_trapdoor 13550
malum:soulwood_wall_sign 13560
malum:spirit_altar 13329
malum:spirit_catalyzer 13340
malum:spirit_catalyzer_component 13341
malum:spirit_crucible 13338
malum:spirit_crucible_component 13339
malum:spirit_jar 13330
malum:spirit_mote 13348
malum:stripped_runewood 13469
malum:stripped_runewood_log 13467
malum:stripped_soulwood 13518
malum:stripped_soulwood_log 13516
malum:tainted_ether_brazier 13571
malum:tainted_iridescent_ether_brazier 13576
malum:tainted_rock 13371
malum:tainted_rock_bricks 13374
malum:tainted_rock_bricks_slab 13388
malum:tainted_rock_bricks_stairs 13397
malum:tainted_rock_bricks_wall 13408
malum:tainted_rock_button 13403
malum:tainted_rock_column 13380
malum:tainted_rock_column_cap 13381
malum:tainted_rock_item_pedestal 13415
malum:tainted_rock_item_stand 13414
malum:tainted_rock_pressure_plate 13404
malum:tainted_rock_slab 13385
malum:tainted_rock_stairs 13394
malum:tainted_rock_tiles 13375
malum:tainted_rock_tiles_slab 13389
malum:tainted_rock_tiles_stairs 13398
malum:tainted_rock_tiles_wall 13409
malum:tainted_rock_wall 13405
malum:tall_calcified_blight 13567
malum:the_device 13612
malum:the_vessel 13613
malum:twisted_ether_brazier 13572
malum:twisted_iridescent_ether_brazier 13577
malum:twisted_rock 13416
malum:twisted_rock_bricks 13419
malum:twisted_rock_bricks_slab 13433
malum:twisted_rock_bricks_stairs 13442
malum:twisted_rock_bricks_wall 13453
malum:twisted_rock_button 13448
malum:twisted_rock_column 13425
malum:twisted_rock_column_cap 13426
malum:twisted_rock_item_pedestal 13460
malum:twisted_rock_item_stand 13459
malum:twisted_rock_pressure_plate 13449
malum:twisted_rock_slab 13430
malum:twisted_rock_stairs 13439
malum:twisted_rock_tiles 13420
malum:twisted_rock_tiles_slab 13434
malum:twisted_rock_tiles_stairs 13443
malum:twisted_rock_tiles_wall 13454
malum:twisted_rock_wall 13450
malum:vertical_runewood_boards 13476
malum:vertical_runewood_boards_slab 13477
malum:vertical_runewood_boards_stairs 13478
malum:vertical_runewood_planks 13485
malum:vertical_runewood_planks_slab 13486
malum:vertical_runewood_planks_stairs 13487
malum:vertical_rustic_runewood_planks 13488
malum:vertical_rustic_runewood_planks_slab 13489
malum:vertical_rustic_runewood_planks_stairs 13490
malum:vertical_rustic_soulwood_planks 13537
malum:vertical_rustic_soulwood_planks_slab 13538
malum:vertical_rustic_soulwood_planks_stairs 13539
malum:vertical_soulwood_boards 13525
malum:vertical_soulwood_boards_slab 13526
malum:vertical_soulwood_boards_stairs 13527
malum:vertical_soulwood_planks 13534
malum:vertical_soulwood_planks_slab 13535
malum:vertical_soulwood_planks_stairs 13536
malum:void_conduit 13349
malum:void_depot 13351
malum:wall_ether_torch 13570
malum:weavers_workbench 13332
malum:weeping_well_bricks 13352
malum:weeping_well_central_encasement 13356
malum:weeping_well_central_encasement_support 13357
malum:weeping_well_central_pillar 13358
malum:weeping_well_core 13362
malum:weeping_well_corner 13360
malum:weeping_well_encasement 13353
malum:weeping_well_encasement_corner 13355
malum:weeping_well_encasement_mirrored 13354
malum:weeping_well_side 13361
malum:weeping_well_side_pillar 13359
malum:wicked_spirited_glass 13364
mcwbridges:acacia_bridge_pier 8601
mcwbridges:acacia_log_bridge_middle 8560
mcwbridges:acacia_log_bridge_stair 8622
mcwbridges:acacia_rail_bridge 8589
mcwbridges:acacia_rope_bridge_stair 8631
mcwbridges:andesite_bridge 8659
mcwbridges:andesite_bridge_pier 8667
mcwbridges:andesite_bridge_stair 8675
mcwbridges:asian_red_bridge 8655
mcwbridges:asian_red_bridge_pier 8698
mcwbridges:asian_red_bridge_stair 8700
mcwbridges:balustrade_andesite_bridge 8692
mcwbridges:balustrade_blackstone_bridge 8685
mcwbridges:balustrade_bricks_bridge 8683
mcwbridges:balustrade_cobblestone_bridge 8690
mcwbridges:balustrade_deepslate_bricks_bridge 8687
mcwbridges:balustrade_deepslate_tiles_bridge 8688
mcwbridges:balustrade_diorite_bridge 8694
mcwbridges:balustrade_end_stone_bricks_bridge 8697
mcwbridges:balustrade_granite_bridge 8693
mcwbridges:balustrade_mossy_cobblestone_bridge 8691
mcwbridges:balustrade_mossy_stone_bricks_bridge 8686
mcwbridges:balustrade_mud_bricks_bridge 8689
mcwbridges:balustrade_nether_bricks_bridge 8696
mcwbridges:balustrade_orange_sandstone_bridge 8684
mcwbridges:balustrade_prismarine_bricks_bridge 8695
mcwbridges:balustrade_sandstone_bridge 8682
mcwbridges:balustrade_stone_bricks_bridge 8681
mcwbridges:bamboo_bridge 8594
mcwbridges:bamboo_bridge_pier 8615
mcwbridges:bamboo_bridge_stair 8645
mcwbridges:birch_bridge_pier 8599
mcwbridges:birch_log_bridge_middle 8559
mcwbridges:birch_log_bridge_stair 8620
mcwbridges:birch_rail_bridge 8587
mcwbridges:birch_rope_bridge_stair 8629
mcwbridges:blackstone_bridge 8580
mcwbridges:blackstone_bridge_pier 8610
mcwbridges:blackstone_bridge_stair 8640
mcwbridges:brick_bridge 8576
mcwbridges:brick_bridge_pier 8606
mcwbridges:brick_bridge_stair 8638
mcwbridges:bridge_lantern 8654
mcwbridges:bridge_torch 8653
mcwbridges:cherry_bridge_pier 8650
mcwbridges:cherry_log_bridge_middle 8647
mcwbridges:cherry_log_bridge_stair 8651
mcwbridges:cherry_rail_bridge 8649
mcwbridges:cherry_rope_bridge_stair 8652
mcwbridges:cobblestone_bridge 8657
mcwbridges:cobblestone_bridge_pier 8665
mcwbridges:cobblestone_bridge_stair 8673
mcwbridges:crimson_bridge_pier 8603
mcwbridges:crimson_log_bridge_middle 8564
mcwbridges:crimson_log_bridge_stair 8624
mcwbridges:crimson_rail_bridge 8591
mcwbridges:crimson_rope_bridge_stair 8633
mcwbridges:dark_oak_bridge_pier 8602
mcwbridges:dark_oak_log_bridge_middle 8563
mcwbridges:dark_oak_log_bridge_stair 8623
mcwbridges:dark_oak_rail_bridge 8590
mcwbridges:dark_oak_rope_bridge_stair 8632
mcwbridges:deepslate_brick_bridge 8582
mcwbridges:deepslate_brick_bridge_pier 8612
mcwbridges:deepslate_brick_bridge_stair 8642
mcwbridges:deepslate_tile_bridge 8583
mcwbridges:deepslate_tile_bridge_pier 8613
mcwbridges:deepslate_tile_bridge_stair 8643
mcwbridges:diorite_bridge 8661
mcwbridges:diorite_bridge_pier 8669
mcwbridges:diorite_bridge_stair 8677
mcwbridges:dry_bamboo_bridge 8595
mcwbridges:dry_bamboo_bridge_pier 8616
mcwbridges:dry_bamboo_bridge_stair 8646
mcwbridges:end_stone_bricks_bridge 8664
mcwbridges:end_stone_bricks_bridge_pier 8672
mcwbridges:end_stone_bricks_bridge_stair 8680
mcwbridges:glass_bridge 8656
mcwbridges:glass_bridge_pier 8699
mcwbridges:glass_bridge_stair 8701
mcwbridges:granite_bridge 8660
mcwbridges:granite_bridge_pier 8668
mcwbridges:granite_bridge_stair 8676
mcwbridges:iron_bridge 8557
mcwbridges:iron_bridge_pier 8596
mcwbridges:iron_bridge_stair 8617
mcwbridges:jungle_bridge_pier 8600
mcwbridges:jungle_log_bridge_middle 8562
mcwbridges:jungle_log_bridge_stair 8621
mcwbridges:jungle_rail_bridge 8588
mcwbridges:jungle_rope_bridge_stair 8630
mcwbridges:mangrove_bridge_pier 8605
mcwbridges:mangrove_log_bridge_middle 8566
mcwbridges:mangrove_log_bridge_stair 8626
mcwbridges:mangrove_rail_bridge 8593
mcwbridges:mangrove_rope_bridge_stair 8635
mcwbridges:mossy_cobblestone_bridge 8658
mcwbridges:mossy_cobblestone_bridge_pier 8666
mcwbridges:mossy_cobblestone_bridge_stair 8674
mcwbridges:mossy_stone_brick_bridge 8581
mcwbridges:mossy_stone_bridge_pier 8611
mcwbridges:mossy_stone_bridge_stair 8641
mcwbridges:mud_brick_bridge 8584
mcwbridges:mud_brick_bridge_pier 8614
mcwbridges:mud_brick_bridge_stair 8644
mcwbridges:nether_bricks_bridge 8663
mcwbridges:nether_bricks_bridge_pier 8671
mcwbridges:nether_bricks_bridge_stair 8679
mcwbridges:oak_bridge_pier 8597
mcwbridges:oak_log_bridge_middle 8558
mcwbridges:oak_log_bridge_stair 8618
mcwbridges:oak_rail_bridge 8585
mcwbridges:oak_rope_bridge_stair 8627
mcwbridges:orange_sandstone_bridge 8579
mcwbridges:prismarine_bricks_bridge 8662
mcwbridges:prismarine_bricks_bridge_pier 8670
mcwbridges:prismarine_bricks_bridge_stair 8678
mcwbridges:red_sandstone_bridge_pier 8609
mcwbridges:red_sandstone_bridge_stair 8639
mcwbridges:rope_acacia_bridge 8571
mcwbridges:rope_birch_bridge 8568
mcwbridges:rope_cherry_bridge 8648
mcwbridges:rope_crimson_bridge 8573
mcwbridges:rope_dark_oak_bridge 8572
mcwbridges:rope_jungle_bridge 8570
mcwbridges:rope_mangrove_bridge 8575
mcwbridges:rope_oak_bridge 8567
mcwbridges:rope_spruce_bridge 8569
mcwbridges:rope_warped_bridge 8574
mcwbridges:sandstone_bridge 8577
mcwbridges:sandstone_bridge_pier 8607
mcwbridges:sandstone_bridge_stair 8637
mcwbridges:spruce_bridge_pier 8598
mcwbridges:spruce_log_bridge_middle 8561
mcwbridges:spruce_log_bridge_stair 8619
mcwbridges:spruce_rail_bridge 8586
mcwbridges:spruce_rope_bridge_stair 8628
mcwbridges:stone_brick_bridge 8578
mcwbridges:stone_brick_bridge_stair 8636
mcwbridges:stone_bridge_pier 8608
mcwbridges:warped_bridge_pier 8604
mcwbridges:warped_log_bridge_middle 8565
mcwbridges:warped_log_bridge_stair 8625
mcwbridges:warped_rail_bridge 8592
mcwbridges:warped_rope_bridge_stair 8634
mekanism:advanced_bin 13826
mekanism:advanced_chemical_tank 13940
mekanism:advanced_combining_factory 13778
mekanism:advanced_compressing_factory 13777
mekanism:advanced_crushing_factory 13776
mekanism:advanced_energy_cube 13912
mekanism:advanced_enriching_factory 13775
mekanism:advanced_fluid_tank 13883
mekanism:advanced_induction_cell 13841
mekanism:advanced_induction_provider 13845
mekanism:advanced_infusing_factory 13781
mekanism:advanced_injecting_factory 13780
mekanism:advanced_logistical_transporter 13929
mekanism:advanced_mechanical_pipe 13921
mekanism:advanced_pressurized_tube 13925
mekanism:advanced_purifying_factory 13779
mekanism:advanced_sawing_factory 13782
mekanism:advanced_smelting_factory 13774
mekanism:advanced_thermodynamic_conductor 13935
mekanism:advanced_universal_cable 13917
mekanism:antiprotonic_nucleosynthesizer 13898
mekanism:basic_bin 13825
mekanism:basic_chemical_tank 13939
mekanism:basic_combining_factory 13769
mekanism:basic_compressing_factory 13768
mekanism:basic_crushing_factory 13767
mekanism:basic_energy_cube 13911
mekanism:basic_enriching_factory 13766
mekanism:basic_fluid_tank 13882
mekanism:basic_induction_cell 13840
mekanism:basic_induction_provider 13844
mekanism:basic_infusing_factory 13772
mekanism:basic_injecting_factory 13771
mekanism:basic_logistical_transporter 13928
mekanism:basic_mechanical_pipe 13920
mekanism:basic_pressurized_tube 13924
mekanism:basic_purifying_factory 13770
mekanism:basic_sawing_factory 13773
mekanism:basic_smelting_factory 13765
mekanism:basic_thermodynamic_conductor 13934
mekanism:basic_universal_cable 13916
mekanism:block_bronze 13819
mekanism:block_charcoal 13821
mekanism:block_fluorite 13824
mekanism:block_lead 13805
mekanism:block_osmium 13801
mekanism:block_raw_lead 13806
mekanism:block_raw_osmium 13802
mekanism:block_raw_tin 13804
mekanism:block_raw_uranium 13808
mekanism:block_refined_glowstone 13822
mekanism:block_refined_obsidian 13820
mekanism:block_salt 13945
mekanism:block_steel 13823
mekanism:block_tin 13803
mekanism:block_uranium 13807
mekanism:boiler_casing 13850
mekanism:boiler_valve 13851
mekanism:bounding_block 13938
mekanism:brine 13959
mekanism:cardboard_box 13944
mekanism:chargepad 13867
mekanism:chemical_crystallizer 13877
mekanism:chemical_dissolution_chamber 13875
mekanism:chemical_infuser 13871
mekanism:chemical_injection_chamber 13872
mekanism:chemical_oxidizer 13870
mekanism:chemical_washer 13876
mekanism:chlorine 13948
mekanism:combiner 13857
mekanism:creative_bin 13829
mekanism:creative_chemical_tank 13943
mekanism:creative_energy_cube 13915
mekanism:creative_fluid_tank 13886
mekanism:crusher 13858
mekanism:deepslate_fluorite_ore 13816
mekanism:deepslate_lead_ore 13818
mekanism:deepslate_osmium_ore 13812
mekanism:deepslate_tin_ore 13810
mekanism:deepslate_uranium_ore 13814
mekanism:digital_miner 13859
mekanism:dimensional_stabilizer 13905
mekanism:diversion_transporter 13933
mekanism:dynamic_tank 13832
mekanism:dynamic_valve 13834
mekanism:electric_pump 13864
mekanism:electrolytic_separator 13873
mekanism:elite_bin 13827
mekanism:elite_chemical_tank 13941
mekanism:elite_combining_factory 13787
mekanism:elite_compressing_factory 13786
mekanism:elite_crushing_factory 13785
mekanism:elite_energy_cube 13913
mekanism:elite_enriching_factory 13784
mekanism:elite_fluid_tank 13884
mekanism:elite_induction_cell 13842
mekanism:elite_induction_provider 13846
mekanism:elite_infusing_factory 13790
mekanism:elite_injecting_factory 13789
mekanism:elite_logistical_transporter 13930
mekanism:elite_mechanical_pipe 13922
mekanism:elite_pressurized_tube 13926
mekanism:elite_purifying_factory 13788
mekanism:elite_sawing_factory 13791
mekanism:elite_smelting_factory 13783
mekanism:elite_thermodynamic_conductor 13936
mekanism:elite_universal_cable 13918
mekanism:energized_smelter 13862
mekanism:enrichment_chamber 13855
mekanism:ethene 13956
mekanism:fluidic_plenisher 13887
mekanism:fluorite_ore 13815
mekanism:formulaic_assemblicator 13895
mekanism:fuelwood_heater 13896
mekanism:heavy_water 13962
mekanism:hydrofluoric_acid 13953
mekanism:hydrogen 13946
mekanism:hydrogen_chloride 13952
mekanism:induction_casing 13838
mekanism:induction_port 13839
mekanism:industrial_alarm 13854
mekanism:isotopic_centrifuge 13880
mekanism:laser 13888
mekanism:laser_amplifier 13889
mekanism:laser_tractor_beam 13890
mekanism:lead_ore 13817
mekanism:lithium 13960
mekanism:logistical_sorter 13868
mekanism:metallurgic_infuser 13860
mekanism:modification_station 13897
mekanism:nutritional_liquifier 13881
mekanism:nutritional_paste 13963
mekanism:oredictionificator 13893
mekanism:osmium_compressor 13856
mekanism:osmium_ore 13811
mekanism:oxygen 13947
mekanism:painting_machine 13901
mekanism:personal_barrel 13865
